assetid|symbol|securityname|business_summary|gics_level_1|gics_level_2|gics_level_3|gics_level_4|currency|domicile|exchange_name|exchange_name_full|base_type|subtype_l1 |subtype_l2 |subtype_l3 |first_quoted_date|last_quoted_date|last_price_update_date|ticker|index_family_code|as_of_date|as_of_time|market_cap|market_cap_date
131376|ADC|Agree Realty Common|Agree Realty Corp (Agree Realty) is an integrated real estate investment trust (REIT) primarily focused on the ownership, acquisition, development and management of retail properties. The Company operates through Agree Limited Partnership (the Operating Partnership). As of May 15, 2019, it owned and operates a portfolio of 703 properties, located in 46 states and containing approximately 12.3 million square feet of gross leasable space. The Company's business objective is to invest in and actively managing a diversified portfolio of retail properties net leased to industry tenants. Its community shopping centers include Capital Plaza, Frankfort; Central Michigan Commons, Mount Pleasant, and West Frankfort Plaza, West Frankfort.|Real Estate|Real Estate|Equity Real Estate Investment Trusts (REITs)|Retail REITs|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1994-04-15|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|3695.8|2020-08-07
138400|ADES|Advanced Emissions Solutions Inc Common|Advanced Emissions Solutions, Inc. is a holding company for a family of companies that provide emissions solutions to customers in the coal-fired power generation, industrial boiler and cement industries. The Company provides environmental and emissions control equipment and specialty chemicals to the coal-burning electric power generation industry. It operates through two segments: Refined Coal (RC) and Emissions Control (EC). The RC segment is engaged in equity method investments, as well as royalty payment streams and reducing emissions of both nitrogen oxide and mercury from coals. Its equity method investments related to the RC segment include Clean Coal Solutions, LLC, which owns, leases or sells facilities used in the production of RC, and Clean Coal Solutions Services, LLC, which operates and maintains RC facilities. The EC Segment includes systems and equipment-activated carbon injection, dry sorbent injection system and other systems; consulting services, and chemicals.|Materials|Materials|Chemicals|Specialty Chemicals|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2003-10-22|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|77.7|2020-08-07
134182|ADI|Analog Devices Inc Common|Analog Devices, Inc. (Analog Devices) designs, manufactures and markets a portfolio of solutions that leverage high-performance analog, mixed-signal and digital signal processing technology, including integrated circuits (ICs), algorithms, software and subsystems. Its products include Analog Products, Converters, Amplifiers/Radio Frequency, Other Analog, Power Management and Reference, and Digital Signal Processing Products. The Company is a supplier of data converter products. The Company is a supplier of high-performance amplifiers. Its analog product line also includes products of high performance radio frequency (RF) ICs. The Company's DSPs are used for high-speed numeric calculations. The Company offers its products for applications in various end markets, such as industrial, automotive, consumer and communications. The Company operates in the United States, Rest of North/South America, Europe, Japan and China.|Information Technology|Semiconductors & Semiconductor Equipment|Semiconductors & Semiconductor Equipment|Semiconductors|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1979-04-03|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|42916.8|2020-08-07
136397|ADM|Archer-Daniels-Midland Co Common|Archer-Daniels-Midland Company is a processor of oilseeds, corn, wheat, cocoa and other agricultural commodities. The Company manufactures protein meal, vegetable oil, corn sweeteners, flour, biodiesel, ethanol, and other food and feed ingredients. Its segments include Agricultural Services, which utilizes its United States grain elevator, global transportation network and port operations to buy, store, clean and transport agricultural commodities, such as oilseeds, wheat, milo, oats, rice and barley, and resells these commodities primarily as food and feed ingredients and as raw materials for the agricultural processing industry; Corn Processing, which is engaged in corn wet milling and dry milling activities; Oilseeds Processing, which includes global activities related to the origination, merchandising, crushing and further processing of oilseeds; Wild Flavors and Specialty Ingredients products, which include flavors, sweeteners and health ingredients; Other, and Corporate.|Consumer Staples|Food Beverage & Tobacco|Food Products|Agricultural Products|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1950-01-03|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|24465.1|2020-08-07
846602|ADMA|ADMA Biologics Inc Common|ADMA Biologics, Inc. is a late-stage biopharmaceutical company that develops, manufactures and intends to market specialty plasma-based biologics for the treatment and prevention of infectious diseases. The Company is engaged in the development and commercialization of human plasma and plasma-derived therapeutics. Its segments include Plasma Collection Centers, which includes its operations in Georgia; Research and Development, which includes its plasma development operations in New Jersey, and Corporate. Its targeted patient populations are immune-compromised individuals suffering from an underlying immune deficiency disorder or may be immune-suppressed for medical reasons. Its product candidates are intended to be used by physician specialists focused on caring for immune-compromised patients at risk of contracting infectious diseases. Its intravenous immunoglobulin product candidate, RI-002, is intended for the treatment of primary immune deficiency disease.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2013-10-17|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|250.4|2020-08-07
2213913|ADNT|Adient PLC Common|Adient PLC, is a global seat seating supplier, engaged in automotive seating, seat structure and mechanisms (SS&M), and interiors businesses. The Company designs, manufactures and markets a full range of seating systems and components for passenger cars, commercial vehicles and light trucks, including vans, pick-up trucks and sport or crossover utility vehicles. It also supplies high performance seating systems to the international motorsports industry under its brand RECARO. The Company�s automotive seating solutions, includes complete seating systems, frames, mechanisms, foam, head restraints, armrests, trim covers and fabrics. Its SS&M segment produces seat structures and mechanisms for inclusion in complete seat systems. The Interiors segment produces instrument panels, floor consoles, door panels, overhead consoles, cockpit systems, decorative trim and other products.|Consumer Discretionary|Automobiles & Components|Auto Components|Auto Parts & Equipment|USD|Ireland|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2016-10-17|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1436.4|2020-08-07
139812|ADP|Automatic Data Processing Inc Common|Automatic Data Processing, Inc. (ADP) is a provider of human capital management (HCM) solutions to employers, offering solutions to businesses of various sizes. The Company also provides business process outsourcing solutions. Its segments include Employer Services and Professional Employer Organization (PEO) Services. The Employer Services segment offers a range of human resources (HR) business process outsourcing and technology-enabled HCM solutions. These offerings include payroll services, benefits administration, talent management, HR management, time and attendance management, insurance services, retirement services, and tax and compliance services. ADP TotalSource, ADP's PEO business, offers small and mid-sized businesses a HR outsourcing solution through a co-employment model. As a PEO, ADP TotalSource provides HR management services while the client continues to direct the day-to-day job-related duties of the employees.|Information Technology|Software & Services|IT Services|Data Processing & Outsourced Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1967-06-26|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|59330.9|2020-08-07
2541084|ADPT|Adaptive Biotechnologies Corp Common|Adaptive Biotechnologies Corp is a biotechnology company. The Company is focused on using the biology of the adaptive immune system to develop the diagnosis and treatment of disease. Its immune medicine platform generates clinical immunomics data to decode the adaptive immune system. Its products and pipeline includes immunoSEQ, clonoSEQ and cellular therapy. It offers its immunoSEQ technology as a service and a kit. immunoSEQ utilizes bias-controlled polymerase chain reaction (PCR) to sequence immune receptors from deoxyribonucleic (DNA). clonoSEQ is its diagnostic test product for the detection and next-generation sequencing (NGS)-based monitoring of minimal residual disease (MRD) in bone marrow samples in patients with myeloma (MM) and acute lymphoblastic leukemia (ALL). clonoSEQ is designed to sequence all rearranged receptor sequences in a tumor in parallel to enable MRD monitoring. It also focuses on developing immune-mediated therapies in oncology and other disease areas.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Life Sciences Tools & Services|Life Sciences Tools & Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2019-06-27|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|5114.7|2020-08-07
2034834|ADRO|Aduro Biotech Inc Common|Aduro Biotech, Inc. is an immunotherapy company, which focuses on the discovery, development and commercialization of therapies that manage the treatment of various diseases, including cancer. The Company's product candidates from its Live, Attenuated, Double-Deleted (LADD) Listeria monocytogenes, Stimulator of Interferon Genes Pathway Activator, and B-select monoclonal antibody platforms are designed to stimulate and/or regulate innate and adaptive immune responses, either as single agents or in combination with conventional therapies, as well as other immunotherapies. Its LADD technology platform is being developed as a treatment for multiple indications, including mesothelioma, ovarian, gastric, lung and prostate cancers. Its LADD product candidate is CRS-207, which is being developed as a treatment for multiple indications, including mesothelioma, ovarian and gastric cancers. ADU-214 and ADU-741 are product candidates in development for lung and prostate cancers, respectively.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2015-04-15|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|207.1|2020-08-07
141548|ADS|Alliance Data Systems Corp Common|Alliance Data Systems Corp is a provider of data-driven marketing and loyalty solutions serving consumer-based businesses in a range of industries. The Company offers a portfolio of integrated outsourced marketing solutions, including customer loyalty programs, database marketing services, end-to-end marketing services, analytics and creative services, direct marketing services, and private label and co-brand retail credit card programs. The Company operates through two segments: LoyaltyOne, which provides coalition and short-term loyalty programs through the Company's Canadian AIR MILES Reward Program and BrandLoyalty Group B.V. (BrandLoyalty) and Card Services, which provides risk management solutions, account origination, funding, transaction processing, customer care, collections and marketing services for the Company's private label and co-brand retail credit card programs.|Information Technology|Software & Services|IT Services|Data Processing & Outsourced Services|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2001-06-08|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2202|2020-08-07
141605|ADSK|Autodesk Inc Common|Autodesk, Inc. is a design software and services company, offering customers productive business solutions through technology products and services. The Company's segments include Architecture, Engineering and Construction (AEC), Platform Solutions and Emerging Business (PSEB), Manufacturing (MFG), and Media and Entertainment (M&E). The Company serves customers in the architecture, engineering and construction; product design and manufacturing; and digital media and entertainment industries. The Company's product development and manufacturing software provides manufacturers in automotive, transportation, industrial machinery, consumer products and building products with digital engineering solutions. The Company's product offerings include, AutoCAD, AutoCAD LT, Industry Collections, 3ds Max, Maya, Revit, Inventor, AutoCAD Civil three dimensional (3D), CAM Solutions, Fusion 360, BIM 360 and Shotgun.|Information Technology|Software & Services|Software|Application Software|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1985-06-28|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|51783|2020-08-07
2110260|ADSW|Advanced Disposal Services Inc Common|Advanced Disposal Services, Inc. is an integrated provider of non-hazardous solid waste collection, transfer, recycling and disposal services operating primarily in secondary markets or under exclusive arrangements. The Company's segments include South, East, Midwest and Corporate. As of December 31, 2016, the Company had its presence in 16 states across the Midwest, South and East regions of the United States, as well as in the Commonwealth of the Bahamas, served approximately 2.7 million residential customers and over 200,000 commercial and industrial (C&I) customers through its network of 90 collection operations, 72 transfer stations, 21 owned or operated recycling facilities and 39 owned or operated active landfills. The Company's vertically integrated environmental services operations can be classified into three lines of business: collection services, disposal services and recycling services. The disposal services include transfer stations and landfills.|Industrials|Commercial & Professional Services|Commercial Services & Supplies|Environmental & Facilities Services|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2016-10-06|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2741.8|2020-08-07
2356744|ADT|ADT Inc Common|ADT Inc. is a provider of security, automation, and smart home solutions serving consumer and business customers in the United States. The Company offers a range of products and solutions including home security systems, security cameras, fire and life safety, identity theft protection and ADT Go. ADT go is a mobile safety application for families, which is available for Android and iOS devices. |Industrials|Commercial & Professional Services|Commercial Services & Supplies|Security & Alarm Services|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2018-01-19|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|9399.3|2020-08-07
144837|ADTN|ADTRAN Inc Common|ADTRAN, Inc. (ADTRAN) is a provider of networking and communications equipment. The Company's solutions enable voice, data, video and Internet communications across a range of network infrastructures. It operates through two segments: Network Solutions and Services & Support. Network Solutions includes software and hardware products that enable CSPs and enterprise customers to realize a fully connected world. It provides a full-range of network implementation, maintenance and managed services. Its solutions include Access & Aggregation, Customer Devices, and Traditional & Other Products. Its Access & Aggregation solutions are used by communications service providers (CSPs) to connect their network infrastructure to their subscribers. The portfolio of ADTRAN solutions within Access & Aggregation category includes a range of modular or fixed physical form factors designed to deliver the technology and economic fit based on the target subscriber density and environmental conditions.|Information Technology|Technology Hardware & Equipment|Communications Equipment|Communications Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1994-08-10|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|594.7|2020-08-07
473397|ADUS|Addus Homecare Corp Common|Addus HomeCare Corporation is a provider of personal care services, which are provided primarily in the home. The Company's personal care services include assistance with bathing, grooming, oral care, skincare, assistance with feeding and dressing, medication reminders, meal planning and preparation, housekeeping and transportation services and other activities of daily living. The Company provides these non-medical services on a long-term, continuous basis. The Company delivers services to its consumers through 180 individual agencies located in 25 states. Its services, which include non-medical care, such as personal care services, are provided to consumers who are unable to independently perform some or all of their activities of daily living.|Health Care|Health Care Equipment & Services|Health Care Providers & Services|Health Care Services|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2009-10-28|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1545|2020-08-07
1612311|ADVM|Adverum Biotechnologies Inc Common|Adverum Biotechnologies, Inc. is a clinical-stage gene therapy company targeting unmet medical needs for serious ocular and rare diseases. The Company is evaluating its gene therapy candidate, ADVM-022, as a one-time, intravitreal injection for the treatment of its lead indication, wet age-related macular degeneration. It has collaboration agreement with Regeneron Pharmaceuticals, Inc. to research, develop, and commercialize gene therapy products (AVA-311) for ophthalmic diseases. The Company develops gene therapy product candidates designed to provide durable efficacy by inducing sustained expression of a therapeutic protein. Its capabilities include clinical development, vector discovery, and in-house manufacturing, specifically in process development, assay development and current Good Manufacturing Practices (cGMP) quality control.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2014-07-31|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1482.3|2020-08-07
126432|AE|Adams Resources & Energy Inc Common|Adams Resources & Energy, Inc. is engaged in the business of crude oil marketing, tank truck transportation of liquid chemicals, and oil and gas exploration and production. The Company's segments include Marketing Segment, Transportation Segment, and Oil and Gas Segment. The Company manages its Marketing Segment through its subsidiary, Gulfmark Energy, Inc. (Gulfmark), which is engaged in marketing of crude oil. The Company operates its Transportation Segment through its subsidiary, Service Transport Company (STC), which is engaged in liquid chemicals transportation. |Energy|Energy|Oil, Gas & Consumable Fuels|Oil & Gas Refining & Marketing|USD|United States Of America|NYSE American|NYSE American|Stock Market|Equity|Operating/Holding Company|n/a|1980-01-10|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|94|2020-08-07
132930|AEE|Ameren Corp Common|Ameren Corporation is a utility holding company. The Company's subsidiaries include Ameren Missouri, Ameren Illinois and Ameren Transmission Company (ATXI). It operates through four segments. The Ameren Missouri segment includes all of the operations of Ameren Missouri. The Ameren Illinois Electric Distribution segment consists of the electric distribution business of Ameren Illinois. The Ameren Illinois Natural Gas segment consists of the natural gas business of Ameren Illinois. The ATXI segment consists of the aggregated electric transmission businesses of Ameren Illinois and ATXI. Ameren Missouri operates a rate-regulated electric generation, transmission, and distribution business and a rate-regulated natural gas distribution business in Missouri. Ameren Illinois operates rate-regulated electric distribution, electric transmission and natural gas distribution businesses in Illinois. ATXI operates a Federal Energy Regulatory Commission rate-regulated electric transmission business.|Utilities|Utilities|Multi-Utilities|Multi-Utilities|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1952-12-15|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|20289.5|2020-08-07
147878|AEGN|Aegion Corp Class A Common|Aegion Corporation (Aegion) is engaged in providing infrastructure protection and maintenance. The Company operates through three segments: Infrastructure Solutions, Corrosion Protection and Energy Services. The Company offers service solutions, including rehabilitation of water and wastewater pipelines with Insituform cured-in-place pipe (CIPP) products; fusible polyvinyl chloride products for rehabilitation; fiber reinforced polymer systems for rehabilitation and strengthening; cathodic protection for corrosion engineering control and infrastructure rehabilitation; pipe coatings for corrosion control and prevention; high density polyethylene (HDPE) pipe lining for corrosion control, abrasion protection and pipeline rehabilitation, and construction and maintenance of oil and gas facilities. The Company's Insituform CIPP Process for the rehabilitation of sewers, pipelines and other conduits utilizes a custom-manufactured tube, or liner, made of synthetic fiber.|Industrials|Capital Goods|Construction & Engineering|Construction & Engineering|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1981-12-03|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|533.6|2020-08-07
136576|AEIS|Advanced Energy Industries Inc Common|Advanced Energy Industries, Inc. is a provider of engineered, precision power conversion, measurement and control solutions. The Company is engaged in designing, manufacturing, selling and supporting its power conversion products and solutions that transform power into various forms in various applications ranging from manufacturing and industrial processes to instrumentation, and test and measurement. It also provides repair and maintenance services for all of its products. Its process power systems include direct current (DC), pulsed DC, low frequency, high voltage, and radio frequency (RF) power supplies, matching networks, remote plasma sources for reactive gas applications and RF instrumentation. These power conversion systems refine, modify and control the raw electrical power from a utility and convert it into power that may be customized and is predictable and repeatable. Its power control modules and thermal instrumentation products are used in the semiconductor industry.|Information Technology|Semiconductors & Semiconductor Equipment|Semiconductors & Semiconductor Equipment|Semiconductor Equipment|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|1995-11-17|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|3014.3|2020-08-07
128181|AEL|American Equity Investment Life Holding Co Common|American Equity Investment Life Holding Company is engaged in the development and sale of fixed index and fixed rate annuity products. The Company issues fixed annuity and life insurance products through its life insurance subsidiaries, American Equity Investment Life Insurance Company, American Equity Investment Life Insurance Company of New York and Eagle Life Insurance Company. Its target market includes the group of individuals aged 45 to 75 seeking to accumulate tax-deferred savings or create guaranteed lifetime income. The Company distributes through a range of distribution channels, including independent agents, broker/dealers, banks and registered investment advisors. Its product types include fixed index annuities, annual reset fixed rate annuities, multi-year fixed rate annuities and single premium immediate annuities. Its life insurance products include traditional ordinary and term, universal life and other interest-sensitive life insurance products.|Financials|Insurance|Insurance|Life & Health Insurance|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|2003-12-04|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|2289|2020-08-07
125827|AEO|American Eagle Outfitters Inc Common|American Eagle Outfitters, Inc. is a multi-brand specialty retailer. The Company offers a range of apparel and accessories for men and women under the American Eagle brand and intimates, apparel and personal care products for women under the Aerie brand. It operates stores in the United States, Canada, Mexico and Hong Kong. The Company operates and licenses approximately 1,300 retail stores and are online at www.ae.com and www.aerie.com in the United States and internationally. Its company-owned retail stores are located in shopping malls, lifestyle centers and street locations in the United States, Canada, Mexico and Hong Kong. Its other brands include Tailgate and Todd Snyder New York. Tailgate is an apparel brand with a college town store concept . Todd Snyder New York is a menswear brand and operates approximately two Todd Snyder New York brand stores. The Company operates approximately 940 American Eagle stores and over 148 Aerie stand-alone stores.|Consumer Discretionary|Retailing|Specialty Retail|Apparel Retail|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1994-04-14|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|1802.3|2020-08-07
127766|AEP|American Electric Power Company Inc Common|American Electric Power Company, Inc. (AEP) is a public utility holding company that owns, directly or indirectly, all of the outstanding common stock of its public utility subsidiaries and varying percentages of other subsidiaries. The service areas of the Company's public utility subsidiaries cover the states of Arkansas, Indiana, Kentucky, Louisiana, Michigan, Ohio, Oklahoma, Tennessee, Texas, Virginia and West Virginia. The Company's segments include Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing. AEP's vertically integrated utility operations are engaged in the generation, transmission and distribution of electricity for sale to retail and wholesale customers. Transmission and Distribution Utilities segment consists of the transmission and distribution of electricity for sale to retail and wholesale customers. AEP Transmission Holdco develops, constructs and operates transmission facilities.|Utilities|Utilities|Electric Utilities|Electric Utilities|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1950-01-03|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|42967.1|2020-08-07
856180|AERI|Aerie Pharmaceuticals Inc Common|Aerie Pharmaceuticals, Inc. is a clinical-stage pharmaceutical company. The Company is engaged in the discovery, development and commercialization of therapies for the treatment of patients with glaucoma and other diseases of the eye. The Company's product candidates include Rhopressa (netarsudil ophthalmic solution) 0.02% (Rhopressa), and Roclatan (netarsudil/latanoprost ophthalmic solution) 0.02%/0.005% (Roclatan). The Company's product candidates are designed to lower intraocular pressure (IOP) in patients with open-angle glaucoma and ocular hypertension. Its Rhopressa is a once-daily eye drop. Rhopressa inhibits Rho kinase (ROCK), and the norepinephrine transporter (NET), which are both biochemical targets for lowering IOP. Its Roclatan is a once-daily, fixed-dose combination of Rhopressa and latanoprost, which is a prescribed drug for the treatment of patients with open-angle glaucoma. The Company is engaged in conducting Phase III clinical trial for Roclatan.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Pharmaceuticals|Pharmaceuticals|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2013-10-25|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|586|2020-08-07
132680|AES|AES Corp Common|The AES Corporation is a holding company. The Company, through its subsidiaries, operates a diversified portfolio of electricity generation and distribution businesses. The Company is organized into four market-oriented strategic business units (SBUs): US and Utilities (United States, Puerto Rico and El Salvador); South America (Chile, Colombia, Argentina and Brazil); MCAC (Mexico, Central America and the Caribbean), and Eurasia (Europe and Asia). It has two lines of business: generation and utilities. The generation business owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries. The Company's utilities business owns and/or operates utilities to generate or purchase, distribute, transmit and sell electricity to customers in the residential, commercial, industrial and governmental sectors within a defined service area. |Utilities|Utilities|Independent Power and Renewable Electricity Producers|Independent Power Producers & Energy Traders|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1991-06-26|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|11413.7|2020-08-07
141794|AFG|American Financial Group Inc Common|American Financial Group, Inc. (AFG) is a holding company engaged primarily in property and casualty insurance businesses. The Company, through Great American Insurance Group, focuses on commercial products for businesses, and is engaged in the sale of fixed and fixed-indexed annuities in the retail, financial institutions and education markets. It has four segments: Property and casualty insurance, Annuity, Run-off long-term care and life, and Other. It reports its property and casualty insurance business in specialty sub-segments, including Property and transportation, Specialty casualty and Specialty financial. AFG sells traditional fixed and fixed-indexed annuities in the retail, financial institutions and education markets through independent producers and through direct relationships with certain financial institutions. AFG also sells single premium annuities in financial institutions through direct relationships with certain banks and through independent agents and brokers.|Financials|Insurance|Insurance|Multi-line Insurance|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1978-11-14|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|5836.6|2020-08-07
2288905|AFIN|American Finance Trust Inc Class A Common|American Finance Trust, Inc. is a real estate investment trust (REIT). The Company is focused on acquiring and managing a diversified portfolio of primarily service-oriented and traditional retail and distribution related commercial real estate properties in the United States. It owns a portfolio of commercial properties, comprising primarily of freestanding single-tenant properties of retail properties, including power centers and lifestyle centers. As of June 30, 2018, it owned 560 properties, which comprised of 19 million rentable square feet.|Real Estate|Real Estate|Equity Real Estate Investment Trusts (REITs)|Retail REITs|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2018-07-19|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|829.2|2020-08-07
138863|AFL|Aflac Inc Common|Aflac Incorporated is a business holding company. The Company is involved in supplemental health and life insurance, which is marketed and administered through its subsidiary, American Family Life Assurance Company of Columbus (Aflac). The Company's insurance business consists of two segments: Aflac Japan and Aflac U.S. The Company designs the United States insurance products to provide supplemental coverage for people having medical or primary insurance coverage. Aflac U.S. offers accident coverage on both an individual and group basis. The Company offers cancer plans, critical illness plans, and critical care and recovery plans. The Company designs the United States insurance products to provide supplemental coverage for people having medical or primary insurance coverage. Aflac U.S. offers accident coverage on both an individual and group basis. The Company offers cancer plans, critical illness plans, and critical care and recovery plans.|Financials|Insurance|Insurance|Life & Health Insurance|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1974-06-14|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|26035.6|2020-08-07
1612312|AFMD|Affimed NV Common|Affimed N.V. is a clinical-stage biopharmaceutical company focused on discovering and developing cancer immunotherapies. The Company's product candidates are developed in the field of immuno-oncology, which represents an approach to cancer research that seeks to harness the body's own immune system to fight tumor cells. Its pipeline includes AFM13, AFM13 + adoptive NK cells, AFM13 + anti-PD-1, AMF24, AMF26, AMF28 and AMF32. The Company is enrolling patients into a registration-directed study of AFM13 for CD30-positive relapsed/refractory peripheral T-cell Lymphoma and into a Phase 1/2a dose escalation/expansion study of AFM24 for the treatment of advanced EGFR-expressing solid tumors. Its preclinical product candidates include AMF26 for treating multiple myeloma, as well as AMF28 and AMF32, for treating of multiple tumor targets. In addition, the Company collaborates with Genentech to develop and commercialize certain product candidates for treating multiple cancers.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|Germany|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2014-09-12|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|319.5|2020-08-07
140385|AGCO|AGCO Corp Common|AGCO Corporation is a manufacturer and distributor of agricultural equipment and related replacement parts. The Company sells a range of agricultural equipment, including tractors, combines, self-propelled sprayers, hay tools, forage equipment, seeding and tillage equipment, implements, and grain storage and protein production systems. The Company's segments are North America, South America, Europe/Middle East, and Asia/Pacific/Africa. The Company's products are marketed under various brands, including Challenger, Fendt, GSI, Massey Ferguson and Valtra. As of December 31, 2016, the Company distributed its products through over 3,000 independent dealers and distributors in more than 150 countries. In addition, the Company also provides retail and wholesale financing through its finance joint ventures with Cooperatieve Centrale Raiffeisen-Boerenleenbank B.A. (Rabobank). The Company's AGCO Power engines division produces diesel engines, gears and generating sets.|Industrials|Capital Goods|Machinery|Agricultural & Farm Machinery|USD|United States Of America|NYSE|New York Stock Exchange|Stock Market|Equity|Operating/Holding Company|n/a|1992-04-16|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|5144.2|2020-08-07
136324|AGEN|Agenus Inc Common|Agenus Inc. (Agenus) is an immuno-oncology (I-O) company. The Company focuses on the discovery and development of therapies that engage the body's immune system to fight cancer. It is developing a I-O portfolio driven by platforms and programs, such as antibody discovery platforms, including Retrocyte Display, SECANT yeast display and phage display technologies designed to produce human antibodies; antibody candidate programs, including checkpoint modulator (CPM) programs; vaccine programs, including Prophage, AutoSynVax and PhosPhoSynVax, and saponin-based vaccine adjuvants, principally QS-21 Stimulon adjuvant (QS-21 Stimulon). The Company's discovery pipeline includes a range of checkpoint modulating (CPM) antibodies. The Company's vaccine platforms include its heat shock protein (HSP)-based Prophage vaccine candidates, and its synthetic vaccine candidates, ASV and PSV.|Health Care|Pharmaceuticals, Biotechnology & Life Sciences|Biotechnology|Biotechnology|USD|United States Of America|Nasdaq|Nasdaq|Stock Market|Equity|Operating/Holding Company|n/a|2000-02-04|n/a|n/a|r3000|$RUA|2020-08-08|23:29:47|636.7|2020-08-07
